"retrieval_time","user_name","host_name","licenses_used_by_user","is_reservation","licenses_total","licenses_total_in_use","feature_name","feature_version","daemon_name","server_master_port","server_master_host","server_port","server_host"
"1/25/2021 16:41","J68137","ITE00473979","1","","51","15","EHI","5.26","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","G35457","ITE00389162","1","","51","15","EHI","5.26","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","J69332","ITE00426820","1","","51","15","EHI","5.26","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","nguyeng2","ITE00477822","1","","51","15","EHI","5.26","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","J48791","ITE00434836","1","","51","15","EHI","5.26","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","J48791","ITE00434836","1","","51","15","EHI","5.26","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","J86134","ITE00469818","1","","51","15","EHI","5.26","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","M63467","ITE00447285","1","","51","15","EHI","5.26","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","j41886","ITE00452740","1","","51","15","EHI","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","J14398","ITE00517339","1","","51","15","EHI","5.26","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","hajiama","ITE00517436","1","","51","15","EHI","5.26","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","preciri","ITE00403335","1","","51","15","EHI","5.26","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","tanigsh1","ITE00430878","1","","51","15","EHI","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","","","","","56","12","ELB","5.26","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","kurjari","ITE00460000","1","","56","12","ELB","5.26","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","J96528","ITE00473558","1","","56","12","ELB","5.26","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","crovoro","ITE00452601","1","","56","12","ELB","5.26","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","J68137","ITE00473979","1","","56","12","ELB","5.26","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","G35457","ITE00389162","1","","56","12","ELB","5.26","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","nguyeng2","ITE00477822","1","","56","12","ELB","5.26","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","J48791","ITE00434836","1","","56","12","ELB","5.26","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","J48791","ITE00434836","1","","56","12","ELB","5.26","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","J86134","ITE00469818","1","","56","12","ELB","5.26","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","M63467","ITE00447285","1","","56","12","ELB","5.26","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","J14398","ITE00517339","1","","56","12","ELB","5.26","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","hajiama","ITE00517436","1","","56","12","ELB","5.26","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","preciri","ITE00403335","1","","56","12","ELB","5.26","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","","","","","4","1","EST","5.26","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","G44227","ITE00517410","1","","4","1","EST","5.26","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","","","","","1","1","FSK","5.26","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","hoodwi1","ITE00475447","1","","1","1","FSK","5.26","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","","","","","1","1","FSO","5.26","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","hoodwi1","ITE00475447","1","","1","1","FSO","5.26","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","","","","","2","1","FSP","5.26","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","hoodwi1","ITE00475447","1","","2","1","FSP","5.26","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","","","","","4","1","FSS","5.26","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","hoodwi1","ITE00475447","1","","4","1","FSS","5.26","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","","","","","45","18","FTA","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","M25591","ITE00493436","1","","45","18","FTA","5.28","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","thornho","ITE00416721","1","","45","18","FTA","5.26","Dassault Systemes","","","4084","sarebraslic81"
"1/25/2021 16:41","woonju","ITE00442325","1","","45","18","FTA","5.28","Dassault Systemes","","","4084","sarebraslic81"
